(39K)(19F),[39K][19F],InChI=1S/FH.K/h1H;/q;+1/p-1/i2*1+0,NROKBHXJSPEDAR-MHGBRSHDSA-M,57.9621099,9.62483480E-26,10.5281/zenodo.5716985
(41K)(19F),[41K][19F],InChI=1S/FH.K/h1H;/q;+1/p-1/i1+0;1+2,NROKBHXJSPEDAR-WMSMEIEASA-M,59.96022898,9.95663028E-26,10.5281/zenodo.5716988
(39K)(16O)(1H),[39K][O][H],InChI=1S/K.H2O/h;1H2/q+1;/p-1/i1+0;,KWYUFKZDYYNOTN-XUGDXVOUSA-M,55.96644633,9.29344707E-26,10.5281/zenodo.5716830
(139La)(16O),[139La][16O],InChI=1S/La.O/i2*1+0,PLXQGEWNITUHNB-MHGBRSHDSA-N,154.9012679,2.57219607E-25,10.3847/1538-4357/ace68a
(6Li)(35Cl),[6Li][35Cl],InChI=1S/ClH.Li/h1H;/q;+1/p-1/i1+0;1-1,KWGKDLIKAYFUFQ-QCIKTKHTSA-M,40.98397547,6.80554925E-26,10.5281/zenodo.5716990
(6Li)(37Cl),[6Li][37Cl],InChI=1S/ClH.Li/h1H;/q;+1/p-1/i1+2;1-1,KWGKDLIKAYFUFQ-SXENEMDASA-M,42.98102538,7.13716719E-26,10.5281/zenodo.5716992
(7Li)(35Cl),[7Li][35Cl],InChI=1S/ClH.Li/h1H;/q;+1/p-1/i2*1+0,KWGKDLIKAYFUFQ-MHGBRSHDSA-M,41.98485723,6.97174957E-26,10.5281/zenodo.5716994
(7Li)(37Cl),[7Li][37Cl],InChI=1S/ClH.Li/h1H;/q;+1/p-1/i1+2;1+0,KWGKDLIKAYFUFQ-OJTQQMQBSA-M,43.98190714,7.30336751E-26,10.5281/zenodo.5716997
(6Li)(19F),[6Li][19F],InChI=1S/FH.Li/h1H;/q;+1/p-1/i1+0;1-1,PQXKHYXIUOZZFA-QCIKTKHTSA-M,25.01352602,4.15359372E-26,10.5281/zenodo.5716999
(7Li)(19F),[7Li][19F],InChI=1S/FH.Li/h1H;/q;+1/p-1/i2*1+0,PQXKHYXIUOZZFA-MHGBRSHDSA-M,26.01440777,4.31979405E-26,10.5281/zenodo.5717001
(7Li)(1H),[7Li][1H],InChI=1S/Li.H/i2*1+0,SIAPCJWMELPYOE-MHGBRSHDSA-N,8.023829582,1.33238825E-26,10.5281/zenodo.5362931
(7Li)(1H)+,[7LiH+],InChI=1S/Li.H/q+1;/i1+0;,HSOYNNFNUCWPIZ-XUGDXVOUSA-N,8.023281002,1.33229716E-26,10.1111/j.1365-2966.2011.18723.x
(6Li)(16O)(1H),[6Li][16O][1H],InChI=1S/Li.H2O/h;1H2/q+1;/p-1/i1-1;1+0/hH,WMFOQBRAJBCJND-JMWGVYLYSA-M,23.01786245,3.82220599E-26,10.1093/mnras/stad3226
(7Li)(16O)(1H),[7Li][16O][1H],InChI=1S/Li.H2O/h;1H2/q+1;/p-1/i2*1+0/hH,WMFOQBRAJBCJND-RTTLHEKESA-M,24.0187442,3.98840631E-26,10.1093/mnras/stad3226
(24Mg)(19F),[24Mg][19F],InChI=1S/FH.Mg/h1H;/q;+1/p-1/i2*1+0,WSXHQDSJUJYQDO-MHGBRSHDSA-M,42.98344492,7.13756896E-26,10.5281/zenodo.5717003
(25Mg)(19F),[25Mg][19F],InChI=1S/FH.Mg/h1H;/q;+1/p-1/i1+0;1+1,WSXHQDSJUJYQDO-LFSUVYIMSA-M,43.98424014,7.30375492E-26,10.5281/zenodo.5717005
(26Mg)(19F),[26Mg][19F],InChI=1S/FH.Mg/h1H;/q;+1/p-1/i1+0;1+2,WSXHQDSJUJYQDO-WMSMEIEASA-M,44.98099615,7.46927015E-26,10.5281/zenodo.5717007
(24Mg)(1H),[24Mg][1H],InChI=1S/Mg.H/i2*1+0,RZCHRULKKYOSQS-MHGBRSHDSA-N,24.99286673,4.15016317E-26,10.1093/mnras/stac371
(25Mg)(1H),[25Mg][1H],InChI=1S/Mg.H/i1+1;1+0,RZCHRULKKYOSQS-DDBDWIKTSA-N,25.99366195,4.31634912E-26,10.1093/mnras/stac371
(26Mg)(1H),[26Mg][1H],InChI=1S/Mg.H/i1+2;1+0,RZCHRULKKYOSQS-OJTQQMQBSA-N,26.99041796,4.48186435E-26,10.1093/mnras/stac371
(24Mg)(16O),[24Mg][16O],InChI=1S/Mg.O/i2*1+0,CPLXHLVBOLITMK-MHGBRSHDSA-N,39.97995632,6.63882794E-26,10.5281/zenodo.5716733
(24Mg)(17O),[24Mg][17O],InChI=1S/Mg.O/i1+0;1+1,CPLXHLVBOLITMK-LFSUVYIMSA-N,40.9841734,6.80558211E-26,10.5281/zenodo.5716735
(24Mg)(18O),[24Mg][18O],InChI=1S/Mg.O/i1+0;1+2,CPLXHLVBOLITMK-WMSMEIEASA-N,41.9842027,6.97164089E-26,10.5281/zenodo.5716737
(25Mg)(16O),[25Mg][16O],InChI=1S/Mg.O/i1+1;1+0,CPLXHLVBOLITMK-DDBDWIKTSA-N,40.98075154,6.80501390E-26,10.5281/zenodo.5716740
(26Mg)(16O),[26Mg][16O],InChI=1S/Mg.O/i1+2;1+0,CPLXHLVBOLITMK-OJTQQMQBSA-N,41.97750755,6.97052913E-26,10.5281/zenodo.5716742
(14N)2,N#N,InChI=1S/N2/c1-2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,28.006148,4.65053029E-26,10.5281/zenodo.5717009
(14N)(15N)(16O),[14N-]=[15N+]=O,"InChI=1S/N2O/c1-2-3/i1+0,2+1",GQPLMRYTRLFLPF-DZEMCFCNSA-N,44.99809752,7.47210990E-26,None
(14N)2(16O),[N-]=[N+]=O,InChI=1S/N2O/c1-2-3,GQPLMRYTRLFLPF-UHFFFAOYSA-N,44.00106262,7.30654836E-26,10.1093/mnras/stae2201
