iso_formula,iso_slug,inchi,inchikey,mass_in_Da,name,version,doi,max_temperature,num_pressure_broadeners,nxsec_files,nkcoeff_files,dipole_available,cooling_function_available,specific_heat_available,continuum,hyperfine_resolved_dataset
(40Ca)(16O)(1H),40Ca-16O-1H,InChI=1S/Ca.H2O/h;1H2/q+1;/p-1/i2*1+0/hH,KIZFHUJKFSNWKO-RTTLHEKESA-M,56.96533063,OYT6,20230523,10.1093/mnras/stac2462,3000.0,0,0,0,False,False,True,False,False
(12C)(1H),12C-1H,InChI=1S/CH/h1H/i1+0H,VRLIPUYDFBXWCH-HXFQMGJMSA-N,13.00782503,MoLLIST,20190214,10.5281/zenodo.5716692,8000.0,0,0,0,False,False,False,False,False
(13C)(1H),13C-1H,InChI=1S/CH/h1H/i1+1H,VRLIPUYDFBXWCH-YPBGMLPISA-N,14.01117987,MoLLIST,20160726,10.5281/zenodo.5716694,8000.0,0,0,0,False,False,False,False,False
(12C)(1H)3,12C-1H3,InChI=1S/CH3/h1H3,WCYWZMWISLQXQU-UHFFFAOYSA-N,15.0234751,AYYJ,20190501,10.5281/zenodo.5716848,2000.0,0,0,0,False,False,True,False,False
(12C)(1H)3(35Cl),12C-1H3-35Cl,InChI=1S/CH3Cl/c1-2/h1H3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,49.99232778,OYT,20180601,10.5281/zenodo.5716852,1200.0,0,0,0,False,False,True,False,False
(12C)(1H)3(37Cl),12C-1H3-37Cl,InChI=1S/CH3Cl/c1-2/h1H3/i2+2,NEHMKBQYUWJMIP-HQMMCQRPSA-N,51.98937769,OYT,20180601,10.5281/zenodo.5716856,1200.0,0,0,0,False,False,False,False,False
(12C)(1H)3(19F),12C-1H3-19F,InChI=1S/CH3F/c1-2/h1H3/i2+0,NBVXSUQYWXRMNV-ULIRUUBJSA-N,34.02187832,OYKYT,20250807,10.5281/zenodo.5716860,500.0,0,0,0,False,False,True,False,False
(12C)(1H)4,12C-1H4,InChI=1S/CH4/h1H4,VNWKTOKETHGBQD-UHFFFAOYSA-N,16.03130013,MM,20240113,10.1093/mnras/stae148,2000.0,2,0,0,False,False,False,False,False
(12C)(1H)+,12C-1H_p,InChI=1S/CH/h1H/q+1,WVVLBIYUCXYYEU-UHFFFAOYSA-N,13.00727645,PYT,20231219,10.1093/mnras/stad3909,10000.0,0,0,0,False,False,False,False,False
(13C)(1H)+,13C-1H_p,InChI=1S/CH/h1H/q+1/i1+1,WVVLBIYUCXYYEU-OUBTZVSYSA-N,14.01063129,PYT,20231219,10.1093/mnras/stad3909,10000.0,0,0,0,False,False,False,False,False
cis-(31P)2(1H)2,cis-31P2-1H2,"InChI=1S/H2P2/c1-2/h1-2H/i1+0,2+0",SWJAOBXRZSMKNS-ZCWHFVSRSA-N,63.96317332,OY-Cis,20250807,10.5281/zenodo.5716888,1000.0,0,0,0,False,False,True,False,False
(12C)(14N),12C-14N,"InChI=1S/CN/c1-2/i1+0,2+0",JEVCWSUVFOYBFI-ZCWHFVSRSA-N,26.003074,KTPSYT,20241119,10.3847/1538-4365/ad8b40,10000.0,0,0,0,False,False,False,False,False
(12C)(15N),12C-15N,"InChI=1S/CN/c1-2/i1+0,2+1",JEVCWSUVFOYBFI-DZEMCFCNSA-N,27.0001089,KTPSYT,20241119,10.3847/1538-4365/ad8b40,10000.0,0,0,0,False,False,False,False,False
(13C)(14N),13C-14N,"InChI=1S/CN/c1-2/i1+1,2+0",JEVCWSUVFOYBFI-CRWWGTSDSA-N,27.00642884,KTPSYT,20241119,10.3847/1538-4365/ad8b40,10000.0,0,0,0,False,False,False,False,False
